Week 1, 20, 1.825, 47
Week 2, 20, 2.070, 92
Week 3, 33, 2.030, 94
Week 4, 40, 2.055, 95
Week 5, 40, 1.875, 93
Week 6, 31, 1.901, 92
Week 7, 34, 1.856, 94
Week 8, 27, 2.082, 92
Week 9, 37, 1.949, 94
Week 10, 34, 1.913, 94
Week 11, 35, 1.987, 92
Week 12, 37, 2.027, 89
Week 13, 34, 1.925, 89
